idx,color,sub_category,season,goods_name,thumbnail_url,is_soldout,goods_url,brand,normal_price,price,created_at,updated_at,image_id,s3_path
1,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",단테 - 화이트 / 22127100,https://image.msscdn.net/images/goods_img/20190809/1115031/1115031_3_500.jpg,0,https://www.musinsa.com/products/1115031,닥터마틴,170000,101990,2025-04-21 17:57:13,2025-04-21 17:57:13,1115031,https://kr.object.iwinv.kr/web-assets-prod/shoes/1115031.jpg
2,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",Steve Shoes / WHPGE1101A,https://image.msscdn.net/images/goods_img/20240117/3802627/3802627_17058809393682_500.jpg,0,https://www.musinsa.com/products/3802627,후아유,29900,14950,2025-04-21 17:57:13,2025-04-21 17:57:13,3802627,https://kr.object.iwinv.kr/web-assets-prod/shoes/3802627.jpg
3,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",토너먼트 레더 스니커즈(1TM01734F109),https://image.msscdn.net/images/goods_img/20211115/2233099/2233099_16837829341222_500.jpg,0,https://www.musinsa.com/products/2233099,케즈,79000,55300,2025-04-21 17:57:13,2025-04-21 17:57:13,2233099,https://kr.object.iwinv.kr/web-assets-prod/shoes/2233099.jpg
4,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",2402 뮬 FUR white 화이트,https://image.msscdn.net/images/goods_img/20190705/1090658/1090658_3_500.jpg,0,https://www.musinsa.com/products/1090658,수페르가,85000,17000,2025-04-21 17:57:13,2025-04-21 17:57:13,1090658,https://kr.object.iwinv.kr/web-assets-prod/shoes/1090658.jpg
5,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",레더 코트 스니커즈 [화이트],https://image.msscdn.net/images/goods_img/20201006/1635193/1635193_17137793603764_500.jpg,0,https://www.musinsa.com/products/1635193,무신사 스탠다드,69900,55890,2025-04-21 17:57:13,2025-04-21 17:57:13,1635193,https://kr.object.iwinv.kr/web-assets-prod/shoes/1635193.jpg
6,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",ORIGINAL GROUND SNEAKERS 001 WHITE,https://image.msscdn.net/images/goods_img/20220720/2673312/2673312_1_500.jpg,0,https://www.musinsa.com/products/2673312,오디너리원,82000,41000,2025-04-21 17:57:13,2025-04-21 17:57:13,2673312,https://kr.object.iwinv.kr/web-assets-prod/shoes/2673312.jpg
7,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",2750 코투 클래식 white 화이트,https://image.msscdn.net/images/goods_img/20190404/1004694/1004694_3_500.jpg,0,https://www.musinsa.com/products/1004694,수페르가,55000,11000,2025-04-21 17:57:13,2025-04-21 17:57:13,1004694,https://kr.object.iwinv.kr/web-assets-prod/shoes/1004694.jpg
8,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",크루킥75 캔버스(1XM01541F100),https://image.msscdn.net/images/goods_img/20230207/3063781/3063781_16838553927515_500.jpg,0,https://www.musinsa.com/products/3063781,케즈,59000,41300,2025-04-21 17:57:13,2025-04-21 17:57:13,3063781,https://kr.object.iwinv.kr/web-assets-prod/shoes/3063781.jpg
9,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",쇼크 리 제너레이트 화이트 컨버스 스니커즈 79127-180-M,https://image.msscdn.net/images/goods_img/20240516/4133160/4133160_17169422778325_500.jpg,0,https://www.musinsa.com/products/4133160,팔라디움,149000,149000,2025-04-21 17:57:13,2025-04-21 17:57:13,4133160,https://kr.object.iwinv.kr/web-assets-prod/shoes/4133160.jpg
10,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",2402 뮬 white 화이트,https://image.msscdn.net/images/goods_img/20190705/1090654/1090654_3_500.jpg,0,https://www.musinsa.com/products/1090654,수페르가,59000,14700,2025-04-21 17:57:13,2025-04-21 17:57:13,1090654,https://kr.object.iwinv.kr/web-assets-prod/shoes/1090654.jpg
11,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",2837 NYLU white 화이트,https://image.msscdn.net/images/goods_img/20191029/1205139/1205139_3_500.jpg,0,https://www.musinsa.com/products/1205139,수페르가,79000,31600,2025-04-21 17:57:13,2025-04-21 17:57:13,1205139,https://kr.object.iwinv.kr/web-assets-prod/shoes/1205139.jpg
12,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",어센틱 - (발레리나) 클래식 화이트 / VN0A2Z3Z2VZ1,https://image.msscdn.net/images/goods_img/20240521/4145409/4145409_17182616173543_500.jpg,0,https://www.musinsa.com/products/4145409,반스,69000,34990,2025-04-21 17:57:13,2025-04-21 17:57:13,4145409,https://kr.object.iwinv.kr/web-assets-prod/shoes/4145409.jpg
13,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",독일군 스니커즈 [올 화이트],https://image.msscdn.net/images/goods_img/20201016/1652109/1652109_17137792263949_500.jpg,0,https://www.musinsa.com/products/1652109,무신사 스탠다드,79900,59890,2025-04-21 17:57:13,2025-04-21 17:57:13,1652109,https://kr.object.iwinv.kr/web-assets-prod/shoes/1652109.jpg
14,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",HT4741 6cm 커플 키높이 독일군 스니커즈 하인츠 화이트 [230~280MM],https://image.msscdn.net/images/goods_img/20200429/1428143/1428143_14_500.jpg,0,https://www.musinsa.com/products/1428143,힐탑,89000,44500,2025-04-21 17:57:13,2025-04-21 17:57:13,1428143,https://kr.object.iwinv.kr/web-assets-prod/shoes/1428143.jpg
15,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",German Military Sneakers V2.0 (All White),https://image.msscdn.net/images/goods_img/20241004/4485728/4485728_17280124210299_500.jpg,0,https://www.musinsa.com/products/4485728,다온아토,79000,79000,2025-04-21 17:57:13,2025-04-21 17:57:13,4485728,https://kr.object.iwinv.kr/web-assets-prod/shoes/4485728.jpg
16,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",루이스 5.5cm 키높이 독일군 스니커즈 화이트,https://image.msscdn.net/images/goods_img/20250110/4709993/4709993_17364796607945_500.jpg,0,https://www.musinsa.com/products/4709993,더노피,79000,44800,2025-04-21 17:57:13,2025-04-21 17:57:13,4709993,https://kr.object.iwinv.kr/web-assets-prod/shoes/4709993.jpg
17,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",5IN OG - 오리지널 독일군 스니커즈,https://image.msscdn.net/images/goods_img/20200317/1354129/1354129_17235358252314_500.jpg,0,https://www.musinsa.com/products/1354129,식스핏,99000,85000,2025-04-21 17:57:13,2025-04-21 17:57:13,1354129,https://kr.object.iwinv.kr/web-assets-prod/shoes/1354129.jpg
18,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",5cm 모던 유니섹스 스니커즈 에센셜(CL0032),https://image.msscdn.net/images/goods_img/20200325/1367412/1367412_1_500.jpg,0,https://www.musinsa.com/products/1367412,클레용,73000,62000,2025-04-21 17:57:13,2025-04-21 17:57:13,1367412,https://kr.object.iwinv.kr/web-assets-prod/shoes/1367412.jpg
19,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",어센틱 - (맥파이 버드) 블랙:화이트 / VN0009PVBPB1,https://image.msscdn.net/images/goods_img/20240202/3841410/3841410_17077888196462_500.jpg,0,https://www.musinsa.com/products/3841410,반스,75000,37990,2025-04-21 17:57:13,2025-04-21 17:57:13,3841410,https://kr.object.iwinv.kr/web-assets-prod/shoes/3841410.jpg
20,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",2750 코투 클래식 total white 토탈화이트,https://image.msscdn.net/images/goods_img/20190404/1004695/1004695_3_500.jpg,0,https://www.musinsa.com/products/1004695,수페르가,55000,27500,2025-04-21 17:57:13,2025-04-21 17:57:13,1004695,https://kr.object.iwinv.kr/web-assets-prod/shoes/1004695.jpg
21,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",코트온 (S/WHITE),https://image.msscdn.net/images/goods_img/20220901/2762965/2762965_17097788931411_500.jpg,0,https://www.musinsa.com/products/2762965,디스커버리 익스페디션,129000,64500,2025-04-21 17:57:13,2025-04-21 17:57:13,2762965,https://kr.object.iwinv.kr/web-assets-prod/shoes/2762965.jpg
22,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",[무료반품] CZ-01_에크루,https://image.msscdn.net/images/goods_img/20250330/4963179/4963179_17433150144853_500.jpg,0,https://www.musinsa.com/products/4963179,캐치볼,89000,89000,2025-04-21 17:57:13,2025-04-21 17:57:13,4963179,https://kr.object.iwinv.kr/web-assets-prod/shoes/4963179.jpg
23,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",척테일러 올스타 무브 화이트 570257C,https://image.msscdn.net/images/goods_img/20210408/1888348/1888348_3_500.jpg,0,https://www.musinsa.com/products/1888348,컨버스,85000,76500,2025-04-21 17:57:13,2025-04-21 17:57:13,1888348,https://kr.object.iwinv.kr/web-assets-prod/shoes/1888348.jpg
24,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",5cm 유니섹스 독일군 스니커즈 제너럴(CL0035),https://image.msscdn.net/images/goods_img/20200325/1367805/1367805_1_500.jpg,0,https://www.musinsa.com/products/1367805,클레용,73000,62000,2025-04-21 17:57:13,2025-04-21 17:57:13,1367805,https://kr.object.iwinv.kr/web-assets-prod/shoes/1367805.jpg
25,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",[무료반품] B-02 레더_화이트,https://image.msscdn.net/images/goods_img/20241018/4533200/4533200_17298393136799_500.jpg,0,https://www.musinsa.com/products/4533200,캐치볼,109000,109000,2025-04-21 17:57:13,2025-04-21 17:57:13,4533200,https://kr.object.iwinv.kr/web-assets-prod/shoes/4533200.jpg
26,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",Italy Creamy,https://image.msscdn.net/images/goods_img/20201030/1670611/1670611_1_500.jpg,0,https://www.musinsa.com/products/1670611,위트맨,119000,119000,2025-04-21 17:57:13,2025-04-21 17:57:13,1670611,https://kr.object.iwinv.kr/web-assets-prod/shoes/1670611.jpg
27,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",German Military Sneakers+5cm (White),https://image.msscdn.net/images/goods_img/20241004/4485739/4485739_17280192143321_500.jpg,0,https://www.musinsa.com/products/4485739,다온아토,69000,69000,2025-04-21 17:57:13,2025-04-21 17:57:13,4485739,https://kr.object.iwinv.kr/web-assets-prod/shoes/4485739.jpg
28,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",2288 뮬 white 화이트,https://image.msscdn.net/images/goods_img/20190404/1004675/1004675_3_500.jpg,0,https://www.musinsa.com/products/1004675,수페르가,59000,17700,2025-04-21 17:57:13,2025-04-21 17:57:13,1004675,https://kr.object.iwinv.kr/web-assets-prod/shoes/1004675.jpg
29,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",어센틱 럭스 - 블랑 / VN000CZKOUN1,https://image.msscdn.net/images/goods_img/20240806/4300279/4300279_17230790863293_500.jpg,0,https://www.musinsa.com/products/4300279,반스,79000,79000,2025-04-21 17:57:13,2025-04-21 17:57:13,4300279,https://kr.object.iwinv.kr/web-assets-prod/shoes/4300279.jpg
30,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",독일군 스니커즈 [오프 화이트],https://image.msscdn.net/images/goods_img/20201006/1635190/1635190_17137792540632_500.jpg,0,https://www.musinsa.com/products/1635190,무신사 스탠다드,79900,63890,2025-04-21 17:57:13,2025-04-21 17:57:13,1635190,https://kr.object.iwinv.kr/web-assets-prod/shoes/1635190.jpg
31,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",레더 코트 스니커즈 Mark 2_화이트,https://image.msscdn.net/images/goods_img/20221222/2993137/2993137_17337320433558_500.jpg,0,https://www.musinsa.com/products/2993137,무신사 스탠다드,69900,59390,2025-04-21 17:57:13,2025-04-21 17:57:13,2993137,https://kr.object.iwinv.kr/web-assets-prod/shoes/2993137.jpg
32,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",에라 - 트루 화이트 / VN000EWZW001,https://image.msscdn.net/images/goods_img/20150223/165996/165996_4_500.jpg,0,https://www.musinsa.com/products/165996,반스,69000,34990,2025-04-21 17:57:13,2025-04-21 17:57:13,165996,https://kr.object.iwinv.kr/web-assets-prod/shoes/165996.jpg
33,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",5IN OG HI - 독일군 스니커즈 키높이 버전,https://image.msscdn.net/images/goods_img/20210517/1955217/1955217_17235359282320_500.jpg,0,https://www.musinsa.com/products/1955217,식스핏,109000,89000,2025-04-21 17:57:13,2025-04-21 17:57:13,1955217,https://kr.object.iwinv.kr/web-assets-prod/shoes/1955217.jpg
34,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",어센틱 - (스트레스드) 화이트 / VN000EE3WWW1,https://image.msscdn.net/images/goods_img/20230802/3442143/3442143_16921611038023_500.jpg,0,https://www.musinsa.com/products/3442143,반스,79000,79000,2025-04-21 17:57:13,2025-04-21 17:57:13,3442143,https://kr.object.iwinv.kr/web-assets-prod/shoes/3442143.jpg
35,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",무스비 크림,https://image.msscdn.net/images/goods_img/20210406/1882046/1882046_17272524298371_500.jpg,0,https://www.musinsa.com/products/1882046,포즈간츠,62000,62000,2025-04-21 17:57:13,2025-04-21 17:57:13,1882046,https://kr.object.iwinv.kr/web-assets-prod/shoes/1882046.jpg
36,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",German Military Sneakers (White),https://image.msscdn.net/images/goods_img/20241004/4485747/4485747_17280125019087_500.jpg,0,https://www.musinsa.com/products/4485747,다온아토,69000,69000,2025-04-21 17:57:13,2025-04-21 17:57:13,4485747,https://kr.object.iwinv.kr/web-assets-prod/shoes/4485747.jpg
37,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",척테일러 올스타 캔버스 리프트 화이트 560251C,https://image.msscdn.net/images/goods_img/20200623/1494180/1494180_3_500.jpg,0,https://www.musinsa.com/products/1494180,컨버스,79000,71100,2025-04-21 17:57:13,2025-04-21 17:57:13,1494180,https://kr.object.iwinv.kr/web-assets-prod/shoes/1494180.jpg
38,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",3cm 소가죽 더티 독일군 스니커즈 스테인(CR0028),https://image.msscdn.net/images/goods_img/20200514/1446124/1446124_16947446128889_500.jpg,0,https://www.musinsa.com/products/1446124,커스텀에이드,99000,29990,2025-04-21 17:57:13,2025-04-21 17:57:13,1446124,https://kr.object.iwinv.kr/web-assets-prod/shoes/1446124.jpg
39,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",로우 바스켓 White,https://image.msscdn.net/images/goods_img/20240422/4072135/4072135_17137526090527_500.jpg,0,https://www.musinsa.com/products/4072135,문스타,143000,131500,2025-04-21 17:57:13,2025-04-21 17:57:13,4072135,https://kr.object.iwinv.kr/web-assets-prod/shoes/4072135.jpg
40,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",포트아서 7홀 로우 오솔라이트 스니커즈 제트화이트,https://image.msscdn.net/images/goods_img/20210125/1760240/1760240_1_500.jpg,0,https://www.musinsa.com/products/1760240,마이애미프로젝트,79000,60000,2025-04-21 17:57:13,2025-04-21 17:57:13,1760240,https://kr.object.iwinv.kr/web-assets-prod/shoes/1760240.jpg
41,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",퀀텀 라이드_White,https://image.msscdn.net/images/goods_img/20220804/2697816/2697816_1_500.jpg,0,https://www.musinsa.com/products/2697816,아이더,169000,49000,2025-04-21 17:57:13,2025-04-21 17:57:13,2697816,https://kr.object.iwinv.kr/web-assets-prod/shoes/2697816.jpg
42,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",[10% 적립금] 아민 캔버스 로우 탑 스니커즈 - 화이트,https://image.msscdn.net/images/goods_img/20240417/4061627/4061627_17153053357961_500.jpg,0,https://www.musinsa.com/products/4061627,폴로 랄프 로렌,169000,169000,2025-04-21 17:57:13,2025-04-21 17:57:13,4061627,https://kr.object.iwinv.kr/web-assets-prod/shoes/4061627.jpg
43,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",포폴라 프리미엄 캔버스 스니커즈 / 화이트,https://image.msscdn.net/images/goods_img/20211124/2246666/2246666_1_500.jpg,0,https://www.musinsa.com/products/2246666,스코노,59000,41300,2025-04-21 17:57:13,2025-04-21 17:57:13,2246666,https://kr.object.iwinv.kr/web-assets-prod/shoes/2246666.jpg
44,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",스페이스런 제로,https://image.msscdn.net/images/goods_img/20230418/3241338/3241338_16817798209998_500.jpg,0,https://www.musinsa.com/products/3241338,라이프워크,79000,55300,2025-04-21 17:57:13,2025-04-21 17:57:13,3241338,https://kr.object.iwinv.kr/web-assets-prod/shoes/3241338.jpg
45,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",캐스퍼 사이드_Off White,https://image.msscdn.net/images/goods_img/20220111/2301102/2301102_1_500.jpg,0,https://www.musinsa.com/products/2301102,다이나핏,119000,40000,2025-04-21 17:57:13,2025-04-21 17:57:13,2301102,https://kr.object.iwinv.kr/web-assets-prod/shoes/2301102.jpg
46,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",1992 바르셀로나 화이트/블랙,https://image.msscdn.net/images/goods_img/20160520/356926/356926_1_500.jpg,0,https://www.musinsa.com/products/356926,콜카,59000,59000,2025-04-21 17:57:13,2025-04-21 17:57:13,356926,https://kr.object.iwinv.kr/web-assets-prod/shoes/356926.jpg
47,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",그런지 캔버스 스니커즈 / 화이트,https://image.msscdn.net/images/goods_img/20211105/2219620/2219620_1_500.jpg,0,https://www.musinsa.com/products/2219620,스코노,79000,55300,2025-04-21 17:57:13,2025-04-21 17:57:13,2219620,https://kr.object.iwinv.kr/web-assets-prod/shoes/2219620.jpg
48,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",[UNISEX] Canvas sneakers(white)_DG4DA23526WHT,https://image.msscdn.net/images/goods_img/20230904/3527310/3527310_16938143751808_500.jpg,0,https://www.musinsa.com/products/3527310,슈콤마보니,248000,119000,2025-04-21 17:57:13,2025-04-21 17:57:13,3527310,https://kr.object.iwinv.kr/web-assets-prod/shoes/3527310.jpg
49,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",화이트아웃솔 핸드메이드 독일군 2285 [CREAM WHITE],https://image.msscdn.net/images/goods_img/20200226/1324984/1324984_17165558759641_500.jpg,0,https://www.musinsa.com/products/1324984,피렌체 아뜨리에,185000,157250,2025-04-21 17:57:13,2025-04-21 17:57:13,1324984,https://kr.object.iwinv.kr/web-assets-prod/shoes/1324984.jpg
50,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",[무료반품] 어반 스니커즈 - 화이트,https://image.msscdn.net/images/goods_img/20240808/4310865/4310865_17231015815079_500.jpg,0,https://www.musinsa.com/products/4310865,빈폴 액세서리,199000,154900,2025-04-21 17:57:13,2025-04-21 17:57:13,4310865,https://kr.object.iwinv.kr/web-assets-prod/shoes/4310865.jpg
51,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",SECOND.A 심플 화이트솔 독일군 스니커즈 2NDF2600W [WHITE],https://image.msscdn.net/images/goods_img/20220323/2439475/2439475_1_500.jpg,0,https://www.musinsa.com/products/2439475,피렌체 아뜨리에,112000,89600,2025-04-21 17:57:13,2025-04-21 17:57:13,2439475,https://kr.object.iwinv.kr/web-assets-prod/shoes/2439475.jpg
52,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",척테일러 올스타 리프트 유 듀 유 A11876C,https://image.msscdn.net/images/goods_img/20250320/4921619/4921619_17424502794719_500.jpg,0,https://www.musinsa.com/products/4921619,컨버스,79000,79000,2025-04-21 17:57:13,2025-04-21 17:57:13,4921619,https://kr.object.iwinv.kr/web-assets-prod/shoes/4921619.jpg
53,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",B/A white toe,https://image.msscdn.net/images/goods_img/20231110/3702517/3702517_16995977472905_500.jpg,0,https://www.musinsa.com/products/3702517,세븐셀라,159000,143000,2025-04-21 17:57:13,2025-04-21 17:57:13,3702517,https://kr.object.iwinv.kr/web-assets-prod/shoes/3702517.jpg
54,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",686 몬트로즈 스니커즈 제트화이트,https://image.msscdn.net/images/goods_img/20170814/602811/602811_1_500.jpg,0,https://www.musinsa.com/products/602811,비에스큐티바이클래시,49600,39600,2025-04-21 17:57:13,2025-04-21 17:57:13,602811,https://kr.object.iwinv.kr/web-assets-prod/shoes/602811.jpg
55,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",1958 조르주 화이트 블랙,https://image.msscdn.net/images/goods_img/20181015/881007/881007_1_500.jpg,0,https://www.musinsa.com/products/881007,콜카,79000,79000,2025-04-21 17:57:13,2025-04-21 17:57:13,881007,https://kr.object.iwinv.kr/web-assets-prod/shoes/881007.jpg
56,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",얼스  스니커즈 화이트,https://image.msscdn.net/images/goods_img/20200422/1416732/1416732_17242907276715_500.jpg,0,https://www.musinsa.com/products/1416732,엘에이알,89000,71200,2025-04-21 17:57:13,2025-04-21 17:57:13,1416732,https://kr.object.iwinv.kr/web-assets-prod/shoes/1416732.jpg
57,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",얼스니트 친환경 스니커즈 화이트,https://image.msscdn.net/images/goods_img/20210617/1999694/1999694_16723634711181_500.jpg,0,https://www.musinsa.com/products/1999694,엘에이알,79000,23700,2025-04-21 17:57:13,2025-04-21 17:57:13,1999694,https://kr.object.iwinv.kr/web-assets-prod/shoes/1999694.jpg
58,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",1992 바르셀로나 베스트컬러,https://image.msscdn.net/images/goods_img/20191205/1245428/1245428_1_500.jpg,0,https://www.musinsa.com/products/1245428,콜카,59000,59000,2025-04-21 17:57:13,2025-04-21 17:57:13,1245428,https://kr.object.iwinv.kr/web-assets-prod/shoes/1245428.jpg
59,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",R.M 002 누베 스니커즈 화이트,https://image.msscdn.net/images/goods_img/20200609/1479309/1479309_2_500.jpg,0,https://www.musinsa.com/products/1479309,러프넥,127000,92000,2025-04-21 17:57:13,2025-04-21 17:57:13,1479309,https://kr.object.iwinv.kr/web-assets-prod/shoes/1479309.jpg
60,화이트,캔버스/단화,"봄, 여름, 가을, 겨울",리버스 스니커즈 5종,https://image.msscdn.net/images/goods_img/20210622/2004443/2004443_1_500.jpg,0,https://www.musinsa.com/products/2004443,콜카,59000,59000,2025-04-21 17:57:13,2025-04-21 17:57:13,2004443,https://kr.object.iwinv.kr/web-assets-prod/shoes/2004443.jpg
61,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",5IN ZERO 독일군 (3 COLORS),https://image.msscdn.net/images/goods_img/20240826/4370815/4370815_17288732808708_500.jpg,0,https://www.musinsa.com/products/4370815,식스핏,69000,39000,2025-04-21 17:57:13,2025-04-21 17:57:13,4370815,https://kr.object.iwinv.kr/web-assets-prod/shoes/4370815.jpg
62,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",단테 E.H 스웨이드 건메탈 / 31203029,https://image.msscdn.net/images/goods_img/20230816/3467912/3467912_17319931306468_500.jpg,0,https://www.musinsa.com/products/3467912,닥터마틴,160000,135990,2025-04-21 17:57:14,2025-04-21 17:57:14,3467912,https://kr.object.iwinv.kr/web-assets-prod/shoes/3467912.jpg
63,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",올드스쿨 - (서머 린넨) 더스티 블루 / VN000CR5DSB1,https://image.msscdn.net/images/goods_img/20240510/4122979/4122979_17163577056049_500.jpg,0,https://www.musinsa.com/products/4122979,반스,95000,47990,2025-04-21 17:57:14,2025-04-21 17:57:14,4122979,https://kr.object.iwinv.kr/web-assets-prod/shoes/4122979.jpg
64,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",토쿠텐 1183C431_020,https://image.msscdn.net/images/goods_img/20250407/4996203/4996203_17440142019868_500.jpg,0,https://www.musinsa.com/products/4996203,오니츠카타이거,190000,190000,2025-04-21 17:57:14,2025-04-21 17:57:14,4996203,https://kr.object.iwinv.kr/web-assets-prod/shoes/4996203.jpg
65,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",[무료반품] D-01_블랙솔,https://image.msscdn.net/images/goods_img/20250327/4953147/4953147_17430546452443_500.jpg,0,https://www.musinsa.com/products/4953147,캐치볼,89000,89000,2025-04-21 17:57:14,2025-04-21 17:57:14,4953147,https://kr.object.iwinv.kr/web-assets-prod/shoes/4953147.jpg
66,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",[무료반품] B-01_블랙,https://image.msscdn.net/images/goods_img/20250330/4963182/4963182_17433156047736_500.jpg,0,https://www.musinsa.com/products/4963182,캐치볼,89000,89000,2025-04-21 17:57:14,2025-04-21 17:57:14,4963182,https://kr.object.iwinv.kr/web-assets-prod/shoes/4963182.jpg
67,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",German Military Light gray,https://image.msscdn.net/images/goods_img/20210819/2070763/2070763_7_500.jpg,0,https://www.musinsa.com/products/2070763,리프로덕션 오브 파운드,329000,296100,2025-04-21 17:57:14,2025-04-21 17:57:14,2070763,https://kr.object.iwinv.kr/web-assets-prod/shoes/2070763.jpg
68,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",WTRD1119 네오 스퀘어토 독일군 스니커즈 그레이 [240~290MM],https://image.msscdn.net/images/goods_img/20241011/4509292/4509292_17297584468532_500.jpg,0,https://www.musinsa.com/products/4509292,위더로드,99000,44500,2025-04-21 17:57:14,2025-04-21 17:57:14,4509292,https://kr.object.iwinv.kr/web-assets-prod/shoes/4509292.jpg
69,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",B/A black,https://image.msscdn.net/images/goods_img/20231110/3702560/3702560_16996074809277_500.jpg,0,https://www.musinsa.com/products/3702560,세븐셀라,159000,143000,2025-04-21 17:57:14,2025-04-21 17:57:14,3702560,https://kr.object.iwinv.kr/web-assets-prod/shoes/3702560.jpg
70,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",German Military Gray,https://image.msscdn.net/images/goods_img/20221102/2914795/2914795_2_500.jpg,0,https://www.musinsa.com/products/2914795,리프로덕션 오브 파운드,329000,279600,2025-04-21 17:57:14,2025-04-21 17:57:14,2914795,https://kr.object.iwinv.kr/web-assets-prod/shoes/2914795.jpg
71,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",German Military Greige,https://image.msscdn.net/images/goods_img/20221102/2914794/2914794_2_500.jpg,0,https://www.musinsa.com/products/2914794,리프로덕션 오브 파운드,329000,279600,2025-04-21 17:57:14,2025-04-21 17:57:14,2914794,https://kr.object.iwinv.kr/web-assets-prod/shoes/2914794.jpg
72,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",스탠다드 유닛 알파 - 그레이,https://image.msscdn.net/images/goods_img/20210708/2023721/2023721_1_500.jpg,0,https://www.musinsa.com/products/2023721,라슬로,109000,76300,2025-04-21 17:57:14,2025-04-21 17:57:14,2023721,https://kr.object.iwinv.kr/web-assets-prod/shoes/2023721.jpg
73,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",클라우드(CLOUD)- 블루 그레이(BLUE GREY),https://image.msscdn.net/images/goods_img/20191001/1172266/1172266_1_500.jpg,0,https://www.musinsa.com/products/1172266,로드,148000,39000,2025-04-21 17:57:14,2025-04-21 17:57:14,1172266,https://kr.object.iwinv.kr/web-assets-prod/shoes/1172266.jpg
74,그레이,캔버스/단화,"봄, 여름, 가을, 겨울",Hadrian 스니커즈 50529902_034,https://image.msscdn.net/images/goods_img/20241202/4645363/4645363_17331229783490_500.jpg,0,https://www.musinsa.com/products/4645363,휴고,350000,245000,2025-04-21 17:57:14,2025-04-21 17:57:14,4645363,https://kr.object.iwinv.kr/web-assets-prod/shoes/4645363.jpg
